Date,Location,StationCode,State,Latitude,Longitude,pH,WQI,DO,BOD,Safety_Status,Turbidity_NTU
2025-04-13,Lucknow Reservoir,W_LUC,Lucknow,26.85956777822543,80.99269160117974,7.6,67.4,8.9,1.9,Moderate,5.7
2025-04-13,Bhopal Reservoir,W_BHO,Bhopal,23.304187548918023,77.45896941421228,6.9,89.6,5.8,6.4,Safe,11.7
2025-04-14,Mumbai Reservoir,W_MUM,Mumbai,19.054624364351827,72.9204454571119,7.7,22.0,4.1,4.4,Moderate,9.2
2025-04-14,Delhi Reservoir,W_DEL,Delhi,28.701746559789505,77.11360730402698,7.2,73.1,9.6,6.4,Moderate,7.2
2025-04-14,Bengaluru Reservoir,W_BEN,Bengaluru,12.971643561062328,77.54487619290892,7.6,72.7,4.2,2.2,Unsafe,12.9
2025-04-14,Chennai Reservoir,W_CHE,Chennai,13.132622660084623,80.30657128117372,6.6,98.8,7.5,2.3,Safe,3.5
2025-04-14,Kolkata Reservoir,W_KOL,Kolkata,22.613082824809183,88.39872579029868,6.6,28.7,6.3,4.7,Unsafe,12.4
2025-04-14,Hyderabad Reservoir,W_HYD,Hyderabad,17.395722558283108,78.44654387690765,8.0,63.5,7.4,1.2,Safe,6.4
2025-04-14,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.036688544049255,72.58617715327219,7.5,22.0,5.8,4.4,Unsafe,5.9
2025-04-14,Jaipur Reservoir,W_JAI,Jaipur,26.94220496346309,75.73823824732237,7.1,32.6,9.2,2.4,Safe,8.4
2025-04-14,Lucknow Reservoir,W_LUC,Lucknow,26.87896863047597,80.93103185822996,7.1,20.5,7.8,2.1,Safe,1.9
2025-04-14,Bhopal Reservoir,W_BHO,Bhopal,23.224499374287063,77.45850504600621,8.0,20.2,6.3,2.0,Safe,2.8
2025-04-15,Mumbai Reservoir,W_MUM,Mumbai,19.072581562854182,72.92637787120238,8.3,72.7,7.2,1.4,Safe,10.1
2025-04-15,Delhi Reservoir,W_DEL,Delhi,28.72355815798291,77.14167264249264,7.1,27.5,6.3,5.2,Safe,7.8
2025-04-15,Bengaluru Reservoir,W_BEN,Bengaluru,13.00334188255925,77.554237622445,6.8,73.6,6.7,7.4,Safe,7.0
2025-04-15,Chennai Reservoir,W_CHE,Chennai,13.068241478401175,80.23527408334961,7.0,32.1,8.2,3.9,Safe,4.9
2025-04-15,Kolkata Reservoir,W_KOL,Kolkata,22.57736239071948,88.36575722740487,8.0,62.1,8.5,2.0,Unsafe,6.6
2025-04-15,Hyderabad Reservoir,W_HYD,Hyderabad,17.36265716730617,78.51557459753478,8.2,46.5,8.0,2.3,Moderate,13.4
2025-04-15,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.054631682037584,72.54026624844278,8.4,82.7,9.2,3.5,Safe,8.1
2025-04-15,Jaipur Reservoir,W_JAI,Jaipur,26.880303675108028,75.76765340761214,7.2,30.3,8.5,1.4,Safe,6.0
2025-04-15,Lucknow Reservoir,W_LUC,Lucknow,26.826818759551706,80.92252244768181,8.0,70.8,9.8,3.3,Safe,1.6
2025-04-15,Bhopal Reservoir,W_BHO,Bhopal,23.271708991197123,77.3754930354172,6.9,13.6,7.2,1.6,Moderate,9.8
2025-04-16,Mumbai Reservoir,W_MUM,Mumbai,19.072483510746963,72.90418084574523,8.2,55.8,4.5,7.1,Unsafe,10.6
2025-04-16,Delhi Reservoir,W_DEL,Delhi,28.71022068153831,77.11626609550741,8.5,46.1,6.1,4.9,Moderate,1.5
2025-04-16,Bengaluru Reservoir,W_BEN,Bengaluru,12.959931030018836,77.59603445933455,8.2,44.7,9.5,4.9,Safe,4.7
2025-04-16,Chennai Reservoir,W_CHE,Chennai,13.038041384795964,80.31147603968671,7.6,30.4,4.9,1.1,Safe,13.3
2025-04-16,Kolkata Reservoir,W_KOL,Kolkata,22.578440585621646,88.39390080963845,7.5,11.8,7.0,6.3,Moderate,7.3
2025-04-16,Hyderabad Reservoir,W_HYD,Hyderabad,17.389345782627622,78.49176918572412,7.5,76.7,6.9,7.3,Moderate,10.9
2025-04-16,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.986354376778714,72.53250478049148,7.3,21.7,6.5,7.3,Safe,4.9
2025-04-16,Jaipur Reservoir,W_JAI,Jaipur,26.95531608783244,75.74427857384669,7.5,24.6,6.0,3.7,Moderate,10.3
2025-04-16,Lucknow Reservoir,W_LUC,Lucknow,26.85006146065403,80.92306366006527,7.2,27.2,4.4,3.5,Moderate,1.6
2025-04-16,Bhopal Reservoir,W_BHO,Bhopal,23.288675714075588,77.39657026752961,8.2,53.1,9.2,4.9,Moderate,2.2
2025-04-17,Mumbai Reservoir,W_MUM,Mumbai,19.040085898943374,72.89193634183924,8.4,93.9,7.4,4.4,Unsafe,11.0
2025-04-17,Delhi Reservoir,W_DEL,Delhi,28.674948206380456,77.1466662921183,7.8,99.8,9.3,6.8,Moderate,11.3
2025-04-17,Bengaluru Reservoir,W_BEN,Bengaluru,13.006319200299261,77.59150428833361,7.5,12.9,6.5,6.7,Moderate,4.1
2025-04-17,Chennai Reservoir,W_CHE,Chennai,13.089970919726746,80.22775435922013,8.5,79.9,7.5,4.1,Unsafe,4.6
2025-04-17,Kolkata Reservoir,W_KOL,Kolkata,22.578054384635237,88.37500912128787,8.5,36.1,6.9,7.0,Safe,7.6
2025-04-17,Hyderabad Reservoir,W_HYD,Hyderabad,17.37398442324345,78.47464341096934,7.5,39.5,9.3,4.4,Unsafe,3.7
2025-04-17,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.022687583514,72.55500577878533,7.7,53.3,8.8,3.1,Unsafe,4.9
2025-04-17,Jaipur Reservoir,W_JAI,Jaipur,26.89941416414292,75.79376020452875,6.6,78.6,6.9,7.5,Unsafe,11.0
2025-04-17,Lucknow Reservoir,W_LUC,Lucknow,26.814833106234435,80.99202803601719,8.4,63.1,5.2,1.6,Safe,8.8
2025-04-17,Bhopal Reservoir,W_BHO,Bhopal,23.27670210766033,77.46086732039858,7.6,71.0,9.6,6.9,Moderate,9.8
2025-04-18,Mumbai Reservoir,W_MUM,Mumbai,19.078444988881646,72.91086395594925,6.5,45.3,8.9,4.8,Safe,14.4
2025-04-18,Delhi Reservoir,W_DEL,Delhi,28.752116003305584,77.10620244626168,7.5,56.4,4.0,2.5,Unsafe,9.4
2025-04-18,Bengaluru Reservoir,W_BEN,Bengaluru,12.99598723463357,77.5947408547078,7.4,20.8,7.6,1.3,Safe,7.8
2025-04-18,Chennai Reservoir,W_CHE,Chennai,13.127763076769046,80.22789777440492,7.7,18.4,9.5,6.4,Safe,10.2
2025-04-18,Kolkata Reservoir,W_KOL,Kolkata,22.534763938251274,88.34096463480584,6.7,22.5,6.6,5.3,Unsafe,8.4
2025-04-18,Hyderabad Reservoir,W_HYD,Hyderabad,17.35092480439709,78.50151813027952,7.4,86.0,4.8,6.5,Moderate,11.6
2025-04-18,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.040519784083195,72.58101987307892,6.7,44.9,7.8,6.6,Safe,6.9
2025-04-18,Jaipur Reservoir,W_JAI,Jaipur,26.87722490964618,75.78362372039035,8.4,62.5,5.6,2.0,Unsafe,13.9
2025-04-18,Lucknow Reservoir,W_LUC,Lucknow,26.866779113454356,80.90942602626846,7.1,44.4,5.1,7.3,Moderate,5.9
2025-04-18,Bhopal Reservoir,W_BHO,Bhopal,23.24142705171689,77.40417138390772,7.1,73.4,7.0,5.4,Moderate,11.7
2025-04-19,Mumbai Reservoir,W_MUM,Mumbai,19.048207932198462,72.88193541832953,6.7,89.5,6.2,1.6,Moderate,14.1
2025-04-19,Delhi Reservoir,W_DEL,Delhi,28.73882518190333,77.1147550470681,8.3,76.2,4.5,2.3,Safe,9.8
2025-04-19,Bengaluru Reservoir,W_BEN,Bengaluru,12.937389669087906,77.59873806653154,6.7,32.2,8.2,1.6,Unsafe,5.5
2025-04-19,Chennai Reservoir,W_CHE,Chennai,13.101577921956062,80.23622198380087,7.2,67.8,9.7,5.8,Moderate,4.1
2025-04-19,Kolkata Reservoir,W_KOL,Kolkata,22.579577159515722,88.3330342952248,7.0,83.6,6.3,2.9,Unsafe,13.3
2025-04-19,Hyderabad Reservoir,W_HYD,Hyderabad,17.36386361515415,78.44050621909604,6.9,30.3,6.9,4.3,Safe,10.2
2025-04-19,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.973309058303553,72.60351327279206,7.4,81.1,4.5,2.5,Moderate,3.8
2025-04-19,Jaipur Reservoir,W_JAI,Jaipur,26.938081978089233,75.76269893269037,7.8,94.1,5.8,6.8,Safe,7.7
2025-04-19,Lucknow Reservoir,W_LUC,Lucknow,26.82767266199579,80.96302450421787,8.2,70.4,9.6,5.3,Moderate,4.1
2025-04-19,Bhopal Reservoir,W_BHO,Bhopal,23.29360194234155,77.40215914167938,7.1,26.8,7.1,7.2,Moderate,1.0
2025-04-20,Mumbai Reservoir,W_MUM,Mumbai,19.07734891799313,72.88684588369857,7.6,88.7,8.2,7.5,Moderate,12.7
2025-04-20,Delhi Reservoir,W_DEL,Delhi,28.690187168167544,77.1067340263956,8.3,60.0,7.9,1.2,Safe,11.0
2025-04-20,Bengaluru Reservoir,W_BEN,Bengaluru,12.97454224515285,77.60892074017181,6.7,97.1,8.0,4.1,Unsafe,6.7
2025-04-20,Chennai Reservoir,W_CHE,Chennai,13.096894856652069,80.2431039222085,8.3,57.6,5.4,1.6,Unsafe,3.8
2025-04-20,Kolkata Reservoir,W_KOL,Kolkata,22.62158898332239,88.32816882069508,7.4,57.7,5.5,8.0,Safe,7.9
2025-04-20,Hyderabad Reservoir,W_HYD,Hyderabad,17.38615549405955,78.51235286724385,8.3,92.2,9.2,2.1,Safe,8.1
2025-04-20,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.0048231418551,72.6107568914849,6.9,61.8,5.9,4.9,Unsafe,9.2
2025-04-20,Jaipur Reservoir,W_JAI,Jaipur,26.955233121457436,75.81489319204167,7.7,58.7,8.8,3.3,Moderate,13.3
2025-04-20,Lucknow Reservoir,W_LUC,Lucknow,26.830548879786214,80.94064064141678,6.8,77.1,6.0,3.8,Unsafe,2.3
2025-04-20,Bhopal Reservoir,W_BHO,Bhopal,23.258755347860426,77.37961349751303,6.8,76.1,9.5,7.3,Moderate,6.4
2025-04-21,Mumbai Reservoir,W_MUM,Mumbai,19.08706601469794,72.87048997776562,7.5,74.6,8.6,4.2,Moderate,4.9
2025-04-21,Delhi Reservoir,W_DEL,Delhi,28.723002259946856,77.12637972281128,8.0,17.0,4.5,7.3,Moderate,13.2
2025-04-21,Bengaluru Reservoir,W_BEN,Bengaluru,12.967669747725301,77.64280097763678,7.3,67.1,5.9,6.7,Safe,2.1
2025-04-21,Chennai Reservoir,W_CHE,Chennai,13.043835084179374,80.2300693409029,7.7,31.1,4.2,7.4,Safe,7.7
2025-04-21,Kolkata Reservoir,W_KOL,Kolkata,22.619874511673103,88.3915779166453,7.6,79.5,8.9,4.9,Unsafe,8.2
2025-04-21,Hyderabad Reservoir,W_HYD,Hyderabad,17.43267217419473,78.480346989974,8.3,23.2,5.2,5.9,Safe,2.4
2025-04-21,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.010229717534934,72.59402608749917,8.4,77.4,4.2,4.1,Unsafe,1.2
2025-04-21,Jaipur Reservoir,W_JAI,Jaipur,26.88618057028941,75.73816085154337,8.4,82.5,8.7,6.7,Unsafe,11.6
2025-04-21,Lucknow Reservoir,W_LUC,Lucknow,26.86651627764612,80.96958114876986,7.8,38.9,5.8,6.3,Safe,4.0
2025-04-21,Bhopal Reservoir,W_BHO,Bhopal,23.245649404237273,77.42275382822874,7.0,46.4,5.5,7.5,Moderate,6.2
2025-04-22,Mumbai Reservoir,W_MUM,Mumbai,19.099460757668343,72.86890576879352,7.2,93.1,8.7,3.3,Unsafe,7.8
2025-04-22,Delhi Reservoir,W_DEL,Delhi,28.720736117754115,77.11421699822952,7.3,70.7,9.1,1.3,Safe,12.7
2025-04-22,Bengaluru Reservoir,W_BEN,Bengaluru,12.954503364966408,77.58298744553441,7.9,99.2,8.4,3.5,Moderate,5.7
2025-04-22,Chennai Reservoir,W_CHE,Chennai,13.03285284605606,80.24207898763115,7.6,75.1,4.7,5.7,Moderate,9.2
2025-04-22,Kolkata Reservoir,W_KOL,Kolkata,22.55828793655803,88.36316043667422,8.5,30.2,7.5,6.7,Safe,10.1
2025-04-22,Hyderabad Reservoir,W_HYD,Hyderabad,17.365702641725424,78.45731939724183,7.4,79.4,7.4,6.9,Safe,3.3
2025-04-22,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.98710573966533,72.52439342973368,8.4,94.6,4.1,4.6,Moderate,12.3
2025-04-22,Jaipur Reservoir,W_JAI,Jaipur,26.90031503008349,75.77197536952615,8.2,49.6,8.1,4.3,Moderate,14.7
2025-04-22,Lucknow Reservoir,W_LUC,Lucknow,26.872733876455833,80.92885986611108,8.2,88.9,6.5,7.2,Unsafe,13.6
2025-04-22,Bhopal Reservoir,W_BHO,Bhopal,23.286079199057962,77.37769604554806,8.0,25.4,4.4,3.2,Safe,13.6
2025-04-23,Mumbai Reservoir,W_MUM,Mumbai,19.121608095613528,72.9013865259231,8.3,78.1,9.6,1.8,Safe,10.4
2025-04-23,Delhi Reservoir,W_DEL,Delhi,28.684995929916585,77.08963766479809,7.2,42.9,7.7,5.1,Safe,7.8
2025-04-23,Bengaluru Reservoir,W_BEN,Bengaluru,12.93204776129745,77.62793769945277,7.6,67.7,4.0,5.7,Unsafe,8.1
2025-04-23,Chennai Reservoir,W_CHE,Chennai,13.059079073486979,80.26916960033623,7.9,87.6,5.5,7.4,Moderate,4.0
2025-04-23,Kolkata Reservoir,W_KOL,Kolkata,22.556059988495008,88.32426814206497,6.7,21.5,7.5,1.9,Safe,1.2
2025-04-23,Hyderabad Reservoir,W_HYD,Hyderabad,17.401923479098617,78.52676676603514,8.5,32.9,8.5,2.2,Unsafe,6.5
2025-04-23,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.016311957402884,72.60454900479775,7.7,99.9,5.2,1.2,Unsafe,6.7
2025-04-23,Jaipur Reservoir,W_JAI,Jaipur,26.902763553074575,75.80290147687883,6.7,42.7,9.4,1.6,Unsafe,9.4
2025-04-23,Lucknow Reservoir,W_LUC,Lucknow,26.833194337274662,80.89771850229485,7.0,60.5,9.0,5.5,Moderate,11.2
2025-04-23,Bhopal Reservoir,W_BHO,Bhopal,23.24121632368572,77.43920933692583,8.4,35.6,5.4,3.8,Safe,6.8
2025-04-24,Mumbai Reservoir,W_MUM,Mumbai,19.061674321068637,72.89632749655723,7.9,19.0,9.3,5.7,Safe,1.9
2025-04-24,Delhi Reservoir,W_DEL,Delhi,28.702327230597636,77.13057081874935,7.7,57.6,9.6,5.8,Moderate,12.6
2025-04-24,Bengaluru Reservoir,W_BEN,Bengaluru,12.960978701727536,77.62217270212389,6.9,46.9,4.3,2.8,Moderate,7.7
2025-04-24,Chennai Reservoir,W_CHE,Chennai,13.120147964621374,80.29587192112146,7.3,36.5,5.6,5.4,Safe,13.0
2025-04-24,Kolkata Reservoir,W_KOL,Kolkata,22.609598493437403,88.40538444126116,7.0,14.5,8.9,4.8,Moderate,6.9
2025-04-24,Hyderabad Reservoir,W_HYD,Hyderabad,17.380861629520936,78.53371895097352,8.2,56.5,5.2,4.9,Unsafe,12.2
2025-04-24,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.995065234671216,72.59641153931717,8.3,83.1,6.4,6.6,Unsafe,9.8
2025-04-24,Jaipur Reservoir,W_JAI,Jaipur,26.86873803709653,75.76078259026201,7.9,54.1,7.2,2.3,Moderate,10.1
2025-04-24,Lucknow Reservoir,W_LUC,Lucknow,26.850276585280934,80.94170491225007,7.0,32.2,9.3,2.0,Unsafe,14.0
2025-04-24,Bhopal Reservoir,W_BHO,Bhopal,23.235969299114476,77.40065460754427,7.7,31.0,5.8,7.3,Safe,13.4
2025-04-25,Mumbai Reservoir,W_MUM,Mumbai,19.065480118756884,72.88986205840321,6.7,54.9,8.2,7.3,Safe,11.3
2025-04-25,Delhi Reservoir,W_DEL,Delhi,28.7402881664278,77.13795995973196,8.3,39.0,7.9,5.8,Safe,2.6
2025-04-25,Bengaluru Reservoir,W_BEN,Bengaluru,12.931669568234197,77.57622082743531,7.5,63.7,5.4,3.9,Safe,5.5
2025-04-25,Chennai Reservoir,W_CHE,Chennai,13.060500336660619,80.2432437290632,6.6,28.6,7.8,3.0,Unsafe,3.8
2025-04-25,Kolkata Reservoir,W_KOL,Kolkata,22.570725223027257,88.36677566048742,8.4,54.1,8.2,4.6,Safe,4.6
2025-04-25,Hyderabad Reservoir,W_HYD,Hyderabad,17.407756929464433,78.51014270073313,6.5,22.4,4.4,2.8,Safe,13.6
2025-04-25,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.038143612106797,72.54552068709083,7.1,74.7,4.9,3.5,Unsafe,1.1
2025-04-25,Jaipur Reservoir,W_JAI,Jaipur,26.958451745183744,75.74879849880186,7.2,58.5,9.9,5.9,Safe,7.3
2025-04-25,Lucknow Reservoir,W_LUC,Lucknow,26.8858086096481,80.95017356126205,6.9,33.4,7.9,4.1,Moderate,11.8
2025-04-25,Bhopal Reservoir,W_BHO,Bhopal,23.283950307059104,77.40682329284115,6.8,80.4,4.9,7.3,Moderate,12.1
2025-04-26,Mumbai Reservoir,W_MUM,Mumbai,19.028787086631546,72.86459236310905,7.1,37.0,4.0,7.0,Unsafe,12.2
2025-04-26,Delhi Reservoir,W_DEL,Delhi,28.708857789236134,77.10390980047771,8.4,26.2,9.1,7.7,Safe,1.2
2025-04-26,Bengaluru Reservoir,W_BEN,Bengaluru,12.949394640840241,77.58534611111035,8.2,83.1,9.4,5.2,Unsafe,6.4
2025-04-26,Chennai Reservoir,W_CHE,Chennai,13.059844832080513,80.24656805175988,7.9,75.8,6.3,3.9,Moderate,4.5
2025-04-26,Kolkata Reservoir,W_KOL,Kolkata,22.598845876734234,88.4056250127743,7.0,82.9,6.3,5.5,Safe,7.5
2025-04-26,Hyderabad Reservoir,W_HYD,Hyderabad,17.352434073768627,78.43760644828666,6.5,55.9,9.1,4.5,Safe,3.0
2025-04-26,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.00542921710876,72.61075456486034,7.5,21.2,5.4,8.0,Safe,4.9
2025-04-26,Jaipur Reservoir,W_JAI,Jaipur,26.875611088888558,75.82915931015116,7.4,32.9,5.4,3.0,Safe,1.2
2025-04-26,Lucknow Reservoir,W_LUC,Lucknow,26.863378682526438,80.97679865844626,7.0,37.2,9.7,2.8,Unsafe,1.1
2025-04-26,Bhopal Reservoir,W_BHO,Bhopal,23.223742059773656,77.40597436785077,7.3,67.5,5.1,2.6,Safe,3.9
2025-04-27,Mumbai Reservoir,W_MUM,Mumbai,19.04471671225429,72.83921492568788,8.0,73.9,9.0,5.5,Unsafe,14.4
2025-04-27,Delhi Reservoir,W_DEL,Delhi,28.69649089299577,77.12568538765854,6.9,81.7,8.3,3.2,Unsafe,11.0
2025-04-27,Bengaluru Reservoir,W_BEN,Bengaluru,12.997240591816452,77.55086250915654,6.6,86.7,4.3,2.2,Safe,5.6
2025-04-27,Chennai Reservoir,W_CHE,Chennai,13.08319148664264,80.22179000959596,8.2,69.1,8.3,4.4,Safe,2.3
2025-04-27,Kolkata Reservoir,W_KOL,Kolkata,22.611931250628196,88.3439119347798,8.1,95.2,4.1,5.3,Moderate,1.5
2025-04-27,Hyderabad Reservoir,W_HYD,Hyderabad,17.37076924635496,78.50780428429938,6.9,63.1,6.5,6.5,Safe,8.2
2025-04-27,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.033270763155453,72.5652361853995,8.2,57.2,6.5,5.5,Unsafe,5.8
2025-04-27,Jaipur Reservoir,W_JAI,Jaipur,26.914492261745803,75.81792123438048,6.5,30.4,8.1,2.6,Safe,10.5
2025-04-27,Lucknow Reservoir,W_LUC,Lucknow,26.820525165773297,80.94576516413315,7.5,18.1,8.4,7.0,Unsafe,2.0
2025-04-27,Bhopal Reservoir,W_BHO,Bhopal,23.223016129970766,77.39170235063065,7.3,16.3,5.0,5.9,Moderate,5.8
2025-04-28,Mumbai Reservoir,W_MUM,Mumbai,19.122178108212832,72.8855190509093,7.0,11.6,9.8,5.8,Moderate,7.4
2025-04-28,Delhi Reservoir,W_DEL,Delhi,28.69011122312102,77.1052743674858,8.2,18.3,4.1,5.1,Safe,14.2
2025-04-28,Bengaluru Reservoir,W_BEN,Bengaluru,12.999945874403306,77.64215885890968,6.9,35.2,5.7,1.5,Safe,4.2
2025-04-28,Chennai Reservoir,W_CHE,Chennai,13.061398881370998,80.30551017473645,8.3,61.2,6.0,7.1,Unsafe,4.4
2025-04-28,Kolkata Reservoir,W_KOL,Kolkata,22.600122563954372,88.34931289899671,8.1,39.3,4.4,3.5,Moderate,6.2
2025-04-28,Hyderabad Reservoir,W_HYD,Hyderabad,17.348952487595845,78.46946707954027,8.3,86.4,5.0,7.9,Safe,3.7
2025-04-28,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.041490739214666,72.55362322476975,8.1,31.8,9.4,5.1,Moderate,3.3
2025-04-28,Jaipur Reservoir,W_JAI,Jaipur,26.92964442631388,75.76679209752635,6.7,36.1,4.5,5.1,Unsafe,14.1
2025-04-28,Lucknow Reservoir,W_LUC,Lucknow,26.85550446188956,80.92129157275673,7.0,88.9,4.9,3.9,Moderate,13.3
2025-04-28,Bhopal Reservoir,W_BHO,Bhopal,23.305197351975277,77.4105200883945,7.0,74.2,5.5,4.6,Unsafe,2.3
2025-04-29,Mumbai Reservoir,W_MUM,Mumbai,19.034353771087787,72.92241138715609,6.7,96.7,8.4,4.4,Safe,14.3
2025-04-29,Delhi Reservoir,W_DEL,Delhi,28.724281777996577,77.11209623801332,7.3,45.0,7.7,6.5,Moderate,11.5
2025-04-29,Bengaluru Reservoir,W_BEN,Bengaluru,12.98767159857671,77.60998485256368,8.0,76.2,7.1,7.0,Unsafe,12.5
2025-04-29,Chennai Reservoir,W_CHE,Chennai,13.091477167115844,80.26289965645823,7.1,98.0,4.9,3.3,Safe,9.8
2025-04-29,Kolkata Reservoir,W_KOL,Kolkata,22.547730964474674,88.33398709296176,6.6,91.1,7.0,3.7,Unsafe,1.6
2025-04-29,Hyderabad Reservoir,W_HYD,Hyderabad,17.4036113467691,78.48214490118595,7.5,99.2,4.6,1.5,Unsafe,13.3
2025-04-29,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.03755210720629,72.61221299572514,8.2,83.6,4.5,4.7,Unsafe,3.7
2025-04-29,Jaipur Reservoir,W_JAI,Jaipur,26.941994554468522,75.82216776773387,6.8,54.2,6.0,2.6,Unsafe,5.1
2025-04-29,Lucknow Reservoir,W_LUC,Lucknow,26.896550647882147,80.98353560880723,8.0,98.5,9.0,6.4,Unsafe,2.4
2025-04-29,Bhopal Reservoir,W_BHO,Bhopal,23.26778965523013,77.39341741581751,7.5,88.5,5.9,1.7,Moderate,3.6
2025-04-30,Mumbai Reservoir,W_MUM,Mumbai,19.062443197170413,72.91666177337694,6.7,26.4,4.3,7.5,Safe,6.3
2025-04-30,Delhi Reservoir,W_DEL,Delhi,28.735584810741468,77.10582325879145,7.6,52.8,9.3,6.4,Moderate,9.5
2025-04-30,Bengaluru Reservoir,W_BEN,Bengaluru,12.925182831487483,77.5788743430823,7.8,47.4,5.9,4.2,Safe,1.5
2025-04-30,Chennai Reservoir,W_CHE,Chennai,13.097607842921247,80.22306793867828,6.6,34.5,8.3,5.5,Unsafe,6.2
2025-04-30,Kolkata Reservoir,W_KOL,Kolkata,22.59749214104693,88.40817967095599,6.9,39.5,7.7,4.7,Unsafe,3.1
2025-04-30,Hyderabad Reservoir,W_HYD,Hyderabad,17.40526526894876,78.44360584605187,7.6,46.8,5.2,6.1,Moderate,8.9
2025-04-30,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.03777983598411,72.52832784401056,7.8,67.2,6.3,6.7,Moderate,8.5
2025-04-30,Jaipur Reservoir,W_JAI,Jaipur,26.921795238989013,75.75365730990451,6.8,69.2,9.0,7.9,Safe,5.3
2025-04-30,Lucknow Reservoir,W_LUC,Lucknow,26.860906676731684,80.93904072743919,8.3,17.6,5.6,7.2,Safe,13.9
2025-04-30,Bhopal Reservoir,W_BHO,Bhopal,23.244144505603145,77.40251288771536,8.1,24.2,4.7,6.2,Safe,8.1
2025-05-01,Mumbai Reservoir,W_MUM,Mumbai,19.109576316282084,72.89754862418245,7.0,63.4,7.0,3.0,Unsafe,11.5
2025-05-01,Delhi Reservoir,W_DEL,Delhi,28.731024865601984,77.13585467918044,8.3,80.8,7.0,4.4,Unsafe,8.7
2025-05-01,Bengaluru Reservoir,W_BEN,Bengaluru,12.994154498941926,77.60053343688257,7.7,20.9,4.6,4.3,Safe,13.9
2025-05-01,Chennai Reservoir,W_CHE,Chennai,13.073656649228807,80.27052334952647,6.7,91.2,8.8,4.2,Moderate,8.6
2025-05-01,Kolkata Reservoir,W_KOL,Kolkata,22.544094671273356,88.37872021221659,8.0,41.2,5.7,5.7,Unsafe,10.4
2025-05-01,Hyderabad Reservoir,W_HYD,Hyderabad,17.406682439883962,78.5081120529374,7.8,96.5,5.4,4.2,Safe,12.5
2025-05-01,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.03416307572075,72.55337979800906,7.3,95.0,7.5,4.9,Unsafe,3.6
2025-05-01,Jaipur Reservoir,W_JAI,Jaipur,26.87142926464814,75.7631791555107,7.0,22.6,4.8,6.0,Moderate,4.7
2025-05-01,Lucknow Reservoir,W_LUC,Lucknow,26.86540709099169,80.97610369957906,7.0,51.7,5.3,3.7,Safe,9.0
2025-05-01,Bhopal Reservoir,W_BHO,Bhopal,23.232552299987894,77.4582012453589,7.5,83.5,9.7,3.2,Unsafe,13.4
2025-05-02,Mumbai Reservoir,W_MUM,Mumbai,19.08388434980425,72.8825402849079,7.8,82.0,4.2,6.0,Moderate,6.6
2025-05-02,Delhi Reservoir,W_DEL,Delhi,28.665797009684756,77.11013008874026,8.4,17.1,5.6,7.6,Moderate,8.6
2025-05-02,Bengaluru Reservoir,W_BEN,Bengaluru,12.997543386790328,77.57963986640347,7.0,57.0,4.4,7.3,Moderate,7.7
2025-05-02,Chennai Reservoir,W_CHE,Chennai,13.08360738695891,80.27777389802611,8.5,37.6,4.5,7.3,Unsafe,6.5
2025-05-02,Kolkata Reservoir,W_KOL,Kolkata,22.52265426753058,88.39395624203935,8.3,37.9,9.9,1.5,Moderate,10.6
2025-05-02,Hyderabad Reservoir,W_HYD,Hyderabad,17.402661198847262,78.53018072566563,8.1,27.4,5.5,1.7,Safe,9.2
2025-05-02,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.01372578072853,72.59953558258508,8.4,76.5,5.3,5.8,Safe,5.6
2025-05-02,Jaipur Reservoir,W_JAI,Jaipur,26.916739051091607,75.80957313636736,8.2,29.8,7.9,6.4,Safe,12.7
2025-05-02,Lucknow Reservoir,W_LUC,Lucknow,26.861151956989065,80.94777686857019,6.8,96.0,4.9,5.8,Unsafe,2.6
2025-05-02,Bhopal Reservoir,W_BHO,Bhopal,23.2197521088793,77.45930258942577,7.1,35.5,6.9,7.7,Moderate,11.2
2025-05-03,Mumbai Reservoir,W_MUM,Mumbai,19.06165569213518,72.85144321882976,6.6,31.7,4.3,5.6,Safe,5.9
2025-05-03,Delhi Reservoir,W_DEL,Delhi,28.747562362467736,77.07767454654126,6.9,45.3,4.9,5.1,Unsafe,1.8
2025-05-03,Bengaluru Reservoir,W_BEN,Bengaluru,12.939115757362444,77.55723587643276,6.5,63.2,7.7,7.5,Moderate,11.0
