Date,City,Latitude,Longitude,Crime_Type,Daily_Incidents,Investigation_Status
2025-04-04,Hyderabad,17.377968476184396,78.51373014700397,Fraud,6,Under Investigation
2025-04-04,Ahmedabad,22.996844943273334,72.60987124675896,Vandalism,11,Open
2025-04-04,Jaipur,26.917407307758328,75.80335868382232,Theft,3,Under Investigation
2025-04-04,Lucknow,26.874501718369693,80.93568581356499,Theft,8,Resolved
2025-04-04,Bhopal,23.268488012181805,77.46067680836794,Theft,13,Under Investigation
2025-04-05,Mumbai,19.037313449387028,72.83435642199318,Burglary,12,Open
2025-04-05,Delhi,28.744779618340242,77.06001436125787,Theft,19,Open
2025-04-05,Bengaluru,12.964183229897689,77.60214418769696,Burglary,16,Open
2025-04-05,Chennai,13.042099435124927,80.23741530504263,Burglary,1,Under Investigation
2025-04-05,Kolkata,22.598297872843126,88.37685801030915,Vandalism,11,Under Investigation
2025-04-05,Hyderabad,17.429887964950456,78.44282576201996,Burglary,1,Open
2025-04-05,Ahmedabad,23.009456109454074,72.53487441297833,Burglary,16,Resolved
2025-04-05,Jaipur,26.8724225542023,75.80038383133424,Burglary,4,Under Investigation
2025-04-05,Lucknow,26.89466345619117,80.92362914618913,Theft,9,Resolved
2025-04-05,Bhopal,23.227092726547557,77.423540834276,Fraud,15,Resolved
2025-04-06,Mumbai,19.059560615310684,72.89153943550247,Fraud,15,Resolved
2025-04-06,Delhi,28.679698191012392,77.10241320082974,Assault,17,Under Investigation
2025-04-06,Bengaluru,12.983624129187978,77.55953206333156,Theft,10,Resolved
2025-04-06,Chennai,13.073472730587579,80.23073994942395,Theft,10,Resolved
2025-04-06,Kolkata,22.570527523041008,88.34054833275529,Assault,14,Under Investigation
2025-04-06,Hyderabad,17.3735148084814,78.50400621876507,Fraud,13,Open
2025-04-06,Ahmedabad,23.020537836656338,72.60380714251832,Theft,16,Under Investigation
2025-04-06,Jaipur,26.865757813023727,75.78337251162039,Fraud,12,Open
2025-04-06,Lucknow,26.799211783390017,80.94203125694536,Fraud,17,Under Investigation
2025-04-06,Bhopal,23.239291795274664,77.45666207822909,Theft,13,Resolved
2025-04-07,Mumbai,19.084983046492326,72.89580094797937,Vandalism,8,Open
2025-04-07,Delhi,28.730821228834515,77.117569784262,Burglary,3,Resolved
2025-04-07,Bengaluru,12.97149130034945,77.5492367347582,Burglary,10,Resolved
2025-04-07,Chennai,13.038181803085106,80.28428993608038,Vandalism,13,Under Investigation
2025-04-07,Kolkata,22.5285195583989,88.3390808372202,Fraud,1,Open
2025-04-07,Hyderabad,17.336091192239888,78.5170525705832,Fraud,9,Open
2025-04-07,Ahmedabad,22.990452904748707,72.56128927638906,Theft,3,Open
2025-04-07,Jaipur,26.95451506182618,75.7478953301639,Burglary,7,Open
2025-04-07,Lucknow,26.858022068583843,80.95305073352716,Theft,8,Under Investigation
2025-04-07,Bhopal,23.265473065834176,77.4069267813222,Theft,15,Resolved
2025-04-08,Mumbai,19.055069893315295,72.88718201001751,Vandalism,6,Open
2025-04-08,Delhi,28.68359814779255,77.11919250481957,Theft,16,Open
2025-04-08,Bengaluru,13.005673555523066,77.55080858970055,Assault,15,Open
2025-04-08,Chennai,13.115523416430008,80.31763953477477,Theft,12,Open
2025-04-08,Kolkata,22.526912733445045,88.35171241880869,Theft,15,Open
2025-04-08,Hyderabad,17.433753150579008,78.49921098867269,Fraud,2,Open
2025-04-08,Ahmedabad,23.034849527103646,72.58935911356285,Assault,18,Open
2025-04-08,Jaipur,26.91449618701018,75.77055170476876,Assault,17,Resolved
2025-04-08,Lucknow,26.814047425663986,80.98209848313596,Theft,10,Under Investigation
2025-04-08,Bhopal,23.268418299164132,77.40570421584339,Burglary,16,Open
2025-04-09,Mumbai,19.094655297884973,72.8333215234856,Fraud,17,Under Investigation
2025-04-09,Delhi,28.663328277999838,77.13420544983427,Burglary,15,Under Investigation
2025-04-09,Bengaluru,12.951481164668348,77.55438146917167,Assault,0,Resolved
2025-04-09,Chennai,13.125497076157693,80.29933013265779,Fraud,6,Under Investigation
2025-04-09,Kolkata,22.60985592897869,88.34779915819004,Theft,4,Resolved
2025-04-09,Hyderabad,17.373649351004232,78.46268746658512,Assault,3,Under Investigation
2025-04-09,Ahmedabad,23.024418927099745,72.58866666467709,Assault,0,Open
2025-04-09,Jaipur,26.91586192420343,75.7776346131027,Vandalism,2,Resolved
2025-04-09,Lucknow,26.86879669242473,80.96623070583796,Assault,12,Under Investigation
2025-04-09,Bhopal,23.27232610925747,77.39513289063541,Theft,15,Under Investigation
2025-04-10,Mumbai,19.05760932941113,72.88537055616368,Vandalism,13,Open
2025-04-10,Delhi,28.66776981073491,77.13188539031434,Fraud,18,Open
2025-04-10,Bengaluru,12.92221504242636,77.57569544045653,Theft,13,Open
2025-04-10,Chennai,13.042904811827356,80.28010791592281,Fraud,5,Resolved
2025-04-10,Kolkata,22.62213354902282,88.31568715120983,Assault,10,Resolved
2025-04-10,Hyderabad,17.35478882373792,78.49564219100716,Vandalism,10,Resolved
2025-04-10,Ahmedabad,23.06579186953771,72.58747140409655,Burglary,15,Resolved
2025-04-10,Jaipur,26.961562826709354,75.7499342592207,Vandalism,3,Open
2025-04-10,Lucknow,26.889629847181652,80.98077453829255,Burglary,11,Resolved
2025-04-10,Bhopal,23.23491109411994,77.42335879441515,Assault,2,Under Investigation
2025-04-11,Mumbai,19.090840501841573,72.88204420270846,Vandalism,0,Resolved
2025-04-11,Delhi,28.752390741181006,77.06352294750536,Burglary,17,Resolved
2025-04-11,Bengaluru,12.936318027086802,77.63830432179536,Burglary,5,Resolved
2025-04-11,Chennai,13.093942525975132,80.23660860842669,Assault,13,Under Investigation
2025-04-11,Kolkata,22.535898929974667,88.38679696864446,Theft,18,Open
2025-04-11,Hyderabad,17.39045508038511,78.49782374522053,Assault,5,Open
2025-04-11,Ahmedabad,22.97335629901241,72.61858872225554,Vandalism,7,Open
2025-04-11,Jaipur,26.94359077389322,75.77617743288312,Vandalism,4,Open
2025-04-11,Lucknow,26.876680274928834,80.8990279632304,Fraud,1,Under Investigation
2025-04-11,Bhopal,23.233066125237734,77.39231586518216,Fraud,6,Open
2025-04-12,Mumbai,19.066490659474788,72.85041259412559,Vandalism,10,Under Investigation
2025-04-12,Delhi,28.691291197045505,77.064105040912,Burglary,1,Open
2025-04-12,Bengaluru,12.946980005018997,77.56603428445865,Assault,18,Under Investigation
2025-04-12,Chennai,13.056149734751909,80.25703529635668,Assault,11,Resolved
2025-04-12,Kolkata,22.54523595565631,88.37424106882173,Assault,16,Open
2025-04-12,Hyderabad,17.43064954929138,78.496783965148,Fraud,8,Resolved
2025-04-12,Ahmedabad,23.018447079805746,72.60857156496766,Assault,4,Open
2025-04-12,Jaipur,26.933936186487163,75.73866975715373,Burglary,0,Open
2025-04-12,Lucknow,26.896336176532987,80.97963304404524,Theft,3,Under Investigation
2025-04-12,Bhopal,23.26935336059224,77.45697255521863,Fraud,15,Resolved
2025-04-13,Mumbai,19.069609148239678,72.83589867194922,Fraud,2,Under Investigation
2025-04-13,Delhi,28.73803086533869,77.11873696936534,Assault,16,Open
2025-04-13,Bengaluru,12.939227959862786,77.60539835530035,Theft,6,Under Investigation
2025-04-13,Chennai,13.062164123545724,80.22328309932628,Fraud,15,Under Investigation
2025-04-13,Kolkata,22.598197938866754,88.3579118932986,Theft,8,Resolved
2025-04-13,Hyderabad,17.42509406522464,78.46169075302869,Fraud,14,Under Investigation
2025-04-13,Ahmedabad,23.069171155863863,72.56195974764887,Burglary,3,Open
2025-04-13,Jaipur,26.914473574944257,75.82576649187598,Assault,17,Under Investigation
2025-04-13,Lucknow,26.884342480188288,80.98238527126918,Burglary,8,Open
2025-04-13,Bhopal,23.237364460096867,77.4607460352113,Fraud,17,Open
2025-04-14,Mumbai,19.072960518924564,72.87432969524029,Fraud,19,Under Investigation
2025-04-14,Delhi,28.71642340375873,77.0856712888629,Fraud,3,Under Investigation
2025-04-14,Bengaluru,13.004489574705595,77.61246190902617,Theft,17,Under Investigation
2025-04-14,Chennai,13.115718495000557,80.24356515808797,Theft,4,Resolved
2025-04-14,Kolkata,22.622187165376946,88.32947519901158,Vandalism,12,Resolved
2025-04-14,Hyderabad,17.418091007327543,78.50065916956477,Theft,14,Resolved
2025-04-14,Ahmedabad,23.004203833012134,72.61759230540876,Burglary,11,Resolved
2025-04-14,Jaipur,26.871619360672142,75.75762409549331,Assault,8,Open
2025-04-14,Lucknow,26.895647044296055,80.95331542741606,Vandalism,8,Under Investigation
2025-04-14,Bhopal,23.294378685069685,77.45638122591228,Assault,8,Resolved
2025-04-15,Mumbai,19.057968311695625,72.85374332554026,Burglary,4,Under Investigation
2025-04-15,Delhi,28.69857459839557,77.08889123902821,Burglary,6,Resolved
2025-04-15,Bengaluru,13.016678600405589,77.59743624665826,Vandalism,5,Under Investigation
2025-04-15,Chennai,13.096756242078357,80.22505265226364,Assault,13,Under Investigation
2025-04-15,Kolkata,22.59052267845717,88.39742066677336,Theft,19,Resolved
2025-04-15,Hyderabad,17.415903958302884,78.50558049040244,Theft,10,Open
2025-04-15,Ahmedabad,23.063553679845405,72.59301327427802,Theft,2,Under Investigation
2025-04-15,Jaipur,26.953764916584543,75.8120575849503,Burglary,7,Under Investigation
2025-04-15,Lucknow,26.81088860395466,80.98934854214139,Fraud,2,Resolved
2025-04-15,Bhopal,23.218226255907776,77.41299538711134,Burglary,6,Under Investigation
2025-04-16,Mumbai,19.109517002350245,72.84847121521298,Assault,7,Resolved
2025-04-16,Delhi,28.703868400466995,77.10144633646992,Theft,11,Under Investigation
2025-04-16,Bengaluru,13.007761877681078,77.58170327802105,Burglary,3,Open
2025-04-16,Chennai,13.056136860495243,80.23252950797587,Theft,15,Resolved
2025-04-16,Kolkata,22.547811393101597,88.33411329835032,Fraud,5,Under Investigation
2025-04-16,Hyderabad,17.357921829805267,78.47497590519392,Vandalism,12,Resolved
2025-04-16,Ahmedabad,22.987894413623398,72.5734657512538,Assault,1,Under Investigation
2025-04-16,Jaipur,26.925229876149647,75.77708735879577,Fraud,2,Under Investigation
2025-04-16,Lucknow,26.872649599332945,80.98857320053266,Burglary,14,Resolved
2025-04-16,Bhopal,23.26300277116036,77.40084281949447,Fraud,18,Resolved
2025-04-17,Mumbai,19.123188296852245,72.919362105092,Fraud,5,Open
2025-04-17,Delhi,28.753792988809174,77.11761120790092,Fraud,1,Resolved
2025-04-17,Bengaluru,12.968951832494277,77.59119735015076,Fraud,17,Resolved
2025-04-17,Chennai,13.123199835062724,80.24926387569747,Assault,15,Open
2025-04-17,Kolkata,22.554481878087838,88.3599042878312,Theft,8,Under Investigation
2025-04-17,Hyderabad,17.33603944096481,78.4916506002847,Assault,14,Open
2025-04-17,Ahmedabad,22.98474817488746,72.52431597168523,Theft,8,Resolved
2025-04-17,Jaipur,26.899732101490542,75.73957939962636,Theft,13,Resolved
2025-04-17,Lucknow,26.84151806293661,80.98540570205334,Theft,16,Resolved
2025-04-17,Bhopal,23.265703264481555,77.397400538891,Vandalism,15,Under Investigation
2025-04-18,Mumbai,19.084708499523693,72.91621033503974,Vandalism,15,Under Investigation
2025-04-18,Delhi,28.72219384203538,77.13145985319586,Fraud,18,Under Investigation
2025-04-18,Bengaluru,13.009941998968998,77.59486692641626,Burglary,7,Under Investigation
2025-04-18,Chennai,13.057692564593435,80.31965235662003,Vandalism,2,Resolved
2025-04-18,Kolkata,22.58652874931354,88.38653414289871,Fraud,16,Resolved
2025-04-18,Hyderabad,17.422926065022324,78.4600446027916,Vandalism,3,Open
2025-04-18,Ahmedabad,23.07168806789363,72.57799985070878,Theft,4,Resolved
2025-04-18,Jaipur,26.89524980646641,75.81924913853014,Burglary,6,Under Investigation
2025-04-18,Lucknow,26.81901545122064,80.90716409249713,Vandalism,6,Open
2025-04-18,Bhopal,23.273783705398916,77.39892918589126,Fraud,5,Resolved
2025-04-19,Mumbai,19.10185485714645,72.91624500670189,Vandalism,5,Resolved
2025-04-19,Delhi,28.655920164716083,77.07637625984235,Burglary,7,Resolved
2025-04-19,Bengaluru,12.95890474140327,77.54748093969788,Burglary,15,Resolved
2025-04-19,Chennai,13.07948058773652,80.2430777052201,Vandalism,5,Open
2025-04-19,Kolkata,22.545965915769976,88.39190557787117,Fraud,9,Under Investigation
2025-04-19,Hyderabad,17.37468212664701,78.47775408651398,Burglary,16,Under Investigation
2025-04-19,Ahmedabad,23.00969160167265,72.57357636592586,Fraud,11,Resolved
2025-04-19,Jaipur,26.868527411262157,75.75587250004787,Assault,10,Resolved
2025-04-19,Lucknow,26.80855276106086,80.93673541092284,Theft,19,Open
2025-04-19,Bhopal,23.266108893747923,77.4257972335043,Vandalism,15,Open
2025-04-20,Mumbai,19.061889130792935,72.8724770688493,Vandalism,6,Under Investigation
2025-04-20,Delhi,28.70617307046006,77.11333699830715,Assault,17,Resolved
2025-04-20,Bengaluru,12.96743837937099,77.56502866956811,Fraud,12,Under Investigation
2025-04-20,Chennai,13.081964517196285,80.27849231020919,Theft,16,Open
2025-04-20,Kolkata,22.560264839446873,88.38815385519865,Burglary,9,Under Investigation
2025-04-20,Hyderabad,17.362244471135675,78.5349792655148,Fraud,15,Under Investigation
2025-04-20,Ahmedabad,22.979116383662095,72.52528526295568,Theft,14,Under Investigation
2025-04-20,Jaipur,26.89485537944137,75.76423150150747,Theft,0,Under Investigation
2025-04-20,Lucknow,26.89607804006154,80.90625523984957,Burglary,12,Under Investigation
2025-04-20,Bhopal,23.246486483066906,77.4399268793306,Assault,4,Resolved
2025-04-21,Mumbai,19.04631287719723,72.83885820161336,Theft,8,Under Investigation
2025-04-21,Delhi,28.708364720701912,77.11871708214193,Assault,3,Resolved
2025-04-21,Bengaluru,13.002648035616861,77.58358345252748,Fraud,3,Under Investigation
2025-04-21,Chennai,13.067522833487358,80.26001721364533,Assault,10,Resolved
2025-04-21,Kolkata,22.529889178077475,88.39678379442398,Burglary,11,Under Investigation
2025-04-21,Hyderabad,17.363233648728247,78.50412535763856,Assault,7,Open
2025-04-21,Ahmedabad,23.010076432563405,72.59142345275248,Vandalism,19,Open
2025-04-21,Jaipur,26.929554559166103,75.7999178429989,Assault,2,Resolved
2025-04-21,Lucknow,26.859925566489203,80.92532095139804,Fraud,2,Under Investigation
2025-04-21,Bhopal,23.236977088333735,77.36807232711537,Burglary,16,Resolved
2025-04-22,Mumbai,19.080498959763297,72.8725967004594,Vandalism,9,Open
2025-04-22,Delhi,28.707794546254174,77.11131468222841,Vandalism,12,Under Investigation
2025-04-22,Bengaluru,12.975297227577947,77.60036637741132,Fraud,13,Open
2025-04-22,Chennai,13.052845062956383,80.22347183781291,Assault,1,Resolved
2025-04-22,Kolkata,22.569082269399434,88.41114796040192,Vandalism,0,Under Investigation
2025-04-22,Hyderabad,17.362867327910237,78.50975091670793,Fraud,11,Under Investigation
2025-04-22,Ahmedabad,23.06995194527115,72.58071323529938,Fraud,7,Under Investigation
2025-04-22,Jaipur,26.941894782606145,75.78839795735271,Theft,5,Under Investigation
2025-04-22,Lucknow,26.85445748722281,80.90409449940616,Assault,4,Under Investigation
2025-04-22,Bhopal,23.278335685247146,77.43221746206626,Vandalism,6,Under Investigation
2025-04-23,Mumbai,19.036923264342633,72.92306254903339,Burglary,0,Open
2025-04-23,Delhi,28.66462215329114,77.10634552610209,Vandalism,4,Resolved
2025-04-23,Bengaluru,12.976328863547588,77.54546112278206,Vandalism,18,Under Investigation
2025-04-23,Chennai,13.039441493305391,80.29938360422119,Vandalism,15,Under Investigation
2025-04-23,Kolkata,22.577908917408646,88.35467245879936,Assault,1,Under Investigation
2025-04-23,Hyderabad,17.428839260835016,78.46357973858812,Assault,2,Under Investigation
2025-04-23,Ahmedabad,22.98066479377882,72.53817595184509,Vandalism,13,Under Investigation
2025-04-23,Jaipur,26.91238143766316,75.79428582943697,Theft,5,Resolved
2025-04-23,Lucknow,26.89040597279989,80.98074702048592,Burglary,17,Under Investigation
2025-04-23,Bhopal,23.25227910513275,77.40204229592199,Burglary,1,Open
2025-04-24,Mumbai,19.043758225386718,72.86219542701791,Theft,9,Resolved
2025-04-24,Delhi,28.65520975782326,77.08640141505016,Theft,10,Under Investigation
2025-04-24,Bengaluru,12.946696850682631,77.57579203609036,Burglary,8,Open
2025-04-24,Chennai,13.074540346171904,80.224717969632,Vandalism,1,Under Investigation
2025-04-24,Kolkata,22.573396954104084,88.38601260464358,Fraud,16,Open
2025-04-24,Hyderabad,17.42488066790468,78.49758461596633,Assault,11,Open
2025-04-24,Ahmedabad,22.99057810019689,72.53968676995534,Fraud,4,Open
2025-04-24,Jaipur,26.879139960069907,75.82409191771472,Burglary,4,Open
2025-04-24,Lucknow,26.838786475558017,80.94962414952909,Vandalism,4,Resolved
2025-04-24,Bhopal,23.27237816612868,77.37254252396453,Fraud,5,Resolved
2025-04-25,Mumbai,19.10533795655073,72.91714116408184,Theft,7,Resolved
2025-04-25,Delhi,28.746924403681074,77.14050231085551,Theft,10,Under Investigation
2025-04-25,Bengaluru,13.009927293220043,77.64171226156178,Assault,18,Resolved
2025-04-25,Chennai,13.040867454653561,80.26668529214736,Theft,2,Open
2025-04-25,Kolkata,22.59773424492003,88.39604927877541,Assault,6,Under Investigation
2025-04-25,Hyderabad,17.395895421735535,78.49783500907147,Fraud,12,Open
2025-04-25,Ahmedabad,22.982595874653793,72.52958887749959,Assault,1,Under Investigation
2025-04-25,Jaipur,26.91424924320656,75.82874964438085,Vandalism,5,Resolved
2025-04-25,Lucknow,26.8244789501216,80.92647494021163,Assault,15,Resolved
2025-04-25,Bhopal,23.30367862552226,77.37003964239896,Fraud,4,Resolved
2025-04-26,Mumbai,19.099440614330515,72.83014348580474,Burglary,16,Open
2025-04-26,Delhi,28.747750832927228,77.09105654169173,Burglary,15,Open
2025-04-26,Bengaluru,13.004910949962342,77.62817295111034,Vandalism,14,Resolved
2025-04-26,Chennai,13.118361337488611,80.28270880610559,Fraud,17,Under Investigation
2025-04-26,Kolkata,22.569957143085755,88.3383130118727,Assault,11,Under Investigation
2025-04-26,Hyderabad,17.43086685303105,78.50913234083043,Vandalism,7,Open
2025-04-26,Ahmedabad,23.065414439054997,72.52434859328218,Fraud,17,Open
2025-04-26,Jaipur,26.938673856712423,75.78863081850771,Assault,9,Open
2025-04-26,Lucknow,26.821931269282533,80.92628119235525,Vandalism,1,Resolved
2025-04-26,Bhopal,23.212632211744246,77.38904895203126,Fraud,2,Resolved
2025-04-27,Mumbai,19.07930608304431,72.83531141024805,Vandalism,13,Open
2025-04-27,Delhi,28.717906021638186,77.08542763441132,Assault,11,Under Investigation
2025-04-27,Bengaluru,12.990812563413167,77.5730348384346,Assault,9,Resolved
2025-04-27,Chennai,13.10019843928777,80.27242808615848,Theft,6,Open
2025-04-27,Kolkata,22.558963733531026,88.3462389821766,Burglary,19,Under Investigation
2025-04-27,Hyderabad,17.37626096243502,78.47605162740079,Vandalism,0,Resolved
2025-04-27,Ahmedabad,22.977494418644856,72.54718783232325,Theft,4,Under Investigation
2025-04-27,Jaipur,26.873516367751122,75.80474591413359,Theft,16,Under Investigation
2025-04-27,Lucknow,26.826284937238913,80.98752315547455,Theft,9,Resolved
2025-04-27,Bhopal,23.25920959205194,77.42014319458086,Fraud,8,Under Investigation
2025-04-28,Mumbai,19.091443576637374,72.82830861698213,Assault,9,Resolved
2025-04-28,Delhi,28.665643275667076,77.12936986462981,Vandalism,12,Under Investigation
2025-04-28,Bengaluru,12.958547992725585,77.63421682787077,Burglary,11,Under Investigation
2025-04-28,Chennai,13.033518966674722,80.23346775904918,Assault,11,Open
2025-04-28,Kolkata,22.54966955614411,88.33365006204168,Burglary,1,Under Investigation
2025-04-28,Hyderabad,17.36631252707996,78.52745182549768,Burglary,9,Open
2025-04-28,Ahmedabad,23.010505418730837,72.54024761575283,Burglary,7,Under Investigation
2025-04-28,Jaipur,26.945068128760877,75.80235109202621,Burglary,4,Open
2025-04-28,Lucknow,26.82760177839383,80.89844553359502,Theft,16,Under Investigation
2025-04-28,Bhopal,23.26034682799301,77.42554674532589,Burglary,10,Resolved
2025-04-29,Mumbai,19.099771198492093,72.8687569514059,Vandalism,10,Open
2025-04-29,Delhi,28.74474153599182,77.0912325239442,Vandalism,12,Under Investigation
2025-04-29,Bengaluru,12.958162669565457,77.59147540777603,Fraud,11,Resolved
2025-04-29,Chennai,13.07293664199177,80.25813573583692,Theft,9,Under Investigation
2025-04-29,Kolkata,22.61901333507132,88.35731487228381,Vandalism,0,Resolved
2025-04-29,Hyderabad,17.370226594719544,78.46402895712798,Fraud,11,Open
2025-04-29,Ahmedabad,22.99870382509933,72.57681990662567,Assault,0,Under Investigation
2025-04-29,Jaipur,26.876585628892467,75.79746806593685,Vandalism,19,Open
2025-04-29,Lucknow,26.843396667035396,80.91765285908556,Assault,19,Resolved
2025-04-29,Bhopal,23.26801922122807,77.38147560944594,Burglary,16,Resolved
2025-04-30,Mumbai,19.030480544748773,72.92252721512139,Theft,1,Open
2025-04-30,Delhi,28.654983124439422,77.09301954501174,Assault,11,Under Investigation
2025-04-30,Bengaluru,12.997092974029801,77.58717439788367,Assault,16,Under Investigation
2025-04-30,Chennai,13.055461396576925,80.2758036469016,Theft,8,Open
2025-04-30,Kolkata,22.602266867164488,88.38791949711147,Vandalism,4,Under Investigation
2025-04-30,Hyderabad,17.370756214080338,78.50414745016799,Fraud,5,Open
2025-04-30,Ahmedabad,23.013675260992578,72.53188542192935,Burglary,4,Open
2025-04-30,Jaipur,26.953201450836783,75.77028112178445,Burglary,2,Under Investigation
2025-04-30,Lucknow,26.89309492237527,80.90459717368013,Fraud,19,Open
2025-04-30,Bhopal,23.22748349471408,77.36827717363433,Burglary,0,Open
2025-05-01,Mumbai,19.092258691680193,72.90090177642539,Theft,9,Under Investigation
2025-05-01,Delhi,28.69932047194099,77.13484548172123,Theft,10,Open
2025-05-01,Bengaluru,12.995929310769963,77.59093855645916,Assault,15,Open
2025-05-01,Chennai,13.069422731426966,80.24212462866218,Burglary,7,Resolved
2025-05-01,Kolkata,22.61710263582353,88.40834217516816,Burglary,5,Resolved
2025-05-01,Hyderabad,17.361784314611114,78.49383484517567,Fraud,14,Under Investigation
2025-05-01,Ahmedabad,22.97428563693262,72.54895196501808,Burglary,1,Resolved
2025-05-01,Jaipur,26.93986135109283,75.82300006980536,Assault,18,Resolved
2025-05-01,Lucknow,26.883375315402333,80.95223978651806,Vandalism,5,Under Investigation
2025-05-01,Bhopal,23.260044575521132,77.44103506633104,Burglary,12,Resolved
2025-05-02,Mumbai,19.108258562986535,72.85986146036952,Vandalism,2,Open
2025-05-02,Delhi,28.694103080493473,77.06880821006591,Fraud,11,Under Investigation
2025-05-02,Bengaluru,12.955464863068292,77.55693090140166,Fraud,2,Resolved
2025-05-02,Chennai,13.106065645870858,80.31623183722249,Burglary,10,Under Investigation
2025-05-02,Kolkata,22.57134241592262,88.3645597370034,Theft,11,Resolved
2025-05-02,Hyderabad,17.389186879271527,78.4433881262702,Burglary,7,Open
2025-05-02,Ahmedabad,23.041863629805903,72.56823048370099,Vandalism,14,Resolved
2025-05-02,Jaipur,26.870681665556063,75.79187518406877,Burglary,5,Resolved
2025-05-02,Lucknow,26.848965660734095,80.96969177798016,Theft,8,Under Investigation
2025-05-02,Bhopal,23.27926662656651,77.45913445885755,Assault,2,Open
2025-05-03,Mumbai,19.118985502065314,72.83811440592402,Fraud,12,Under Investigation
2025-05-03,Delhi,28.747929107621328,77.08385246177349,Vandalism,10,Open
2025-05-03,Bengaluru,12.953805146682432,77.55187766089708,Burglary,3,Resolved
2025-05-03,Chennai,13.121619027929931,80.3205320665279,Burglary,4,Open
2025-05-03,Kolkata,22.55523954226321,88.39130902503437,Burglary,11,Resolved
2025-05-03,Hyderabad,17.367252389245465,78.52183770915589,Fraud,10,Resolved
2025-05-03,Ahmedabad,23.002261166801713,72.61788609349688,Vandalism,12,Resolved
2025-05-03,Jaipur,26.95419659184666,75.774712577125,Theft,3,Under Investigation
2025-05-03,Lucknow,26.81729075077844,80.97018935809803,Assault,14,Resolved
2025-05-03,Bhopal,23.279425407319078,77.40180800269512,Burglary,1,Resolved
2025-05-04,Mumbai,19.066880055414792,72.91608447627884,Fraud,2,Open
2025-05-04,Delhi,28.71811131325714,77.14856942064979,Burglary,12,Resolved
2025-05-04,Bengaluru,12.93371665384218,77.54682012426008,Vandalism,9,Resolved
2025-05-04,Chennai,13.113144619869507,80.2926875483481,Burglary,6,Open
2025-05-04,Kolkata,22.591990649959136,88.40647540490563,Fraud,15,Under Investigation
2025-05-04,Hyderabad,17.423518828323253,78.53214993102259,Theft,1,Under Investigation
2025-05-04,Ahmedabad,23.015682156782738,72.58229980781091,Assault,19,Resolved
2025-05-04,Jaipur,26.913104773172417,75.77372493583232,Vandalism,1,Under Investigation
2025-05-04,Lucknow,26.896398952217528,80.93424726381879,Assault,3,Under Investigation
2025-05-04,Bhopal,23.235279841996164,77.42724487959856,Fraud,12,Open
2025-05-05,Mumbai,19.105884221936137,72.85236770822468,Vandalism,12,Resolved
2025-05-05,Delhi,28.72254953470705,77.10371831352995,Vandalism,6,Under Investigation
2025-05-05,Bengaluru,12.926711476074953,77.55596211515694,Vandalism,11,Under Investigation
2025-05-05,Chennai,13.058386301218354,80.26406197979713,Burglary,8,Resolved
2025-05-05,Kolkata,22.533454254211428,88.39423858005411,Vandalism,2,Under Investigation
2025-05-05,Hyderabad,17.409177119181397,78.47129616590816,Vandalism,12,Resolved
2025-05-05,Ahmedabad,22.98323821084317,72.5918082240044,Theft,9,Resolved
2025-05-05,Jaipur,26.8842700255521,75.80328801625035,Vandalism,1,Under Investigation
2025-05-05,Lucknow,26.807650082724113,80.91142697206307,Fraud,7,Under Investigation
2025-05-05,Bhopal,23.277871954093136,77.40071321717679,Theft,1,Open
2025-05-06,Mumbai,19.096077158261892,72.83777590378055,Burglary,6,Resolved
2025-05-06,Delhi,28.6589335418726,77.13135789996558,Vandalism,11,Under Investigation
2025-05-06,Bengaluru,12.997802800479818,77.5534488897416,Fraud,8,Resolved
2025-05-06,Chennai,13.039234147219148,80.24369532681543,Vandalism,10,Under Investigation
2025-05-06,Kolkata,22.583932667650295,88.36542403418413,Theft,15,Resolved
2025-05-06,Hyderabad,17.413143627539988,78.47178622723646,Vandalism,3,Under Investigation
2025-05-06,Ahmedabad,23.02128571964747,72.54780099919043,Burglary,19,Under Investigation
2025-05-06,Jaipur,26.89971080185813,75.75513591969802,Assault,2,Under Investigation
2025-05-06,Lucknow,26.89647968267663,80.98810018879375,Burglary,6,Resolved
2025-05-06,Bhopal,23.269722540950536,77.39978896936479,Burglary,18,Resolved
2025-05-07,Mumbai,19.06665835814496,72.91857318378602,Burglary,13,Resolved
2025-05-07,Delhi,28.75372592450982,77.13002541444884,Assault,5,Under Investigation
2025-05-07,Bengaluru,13.015250605782716,77.5715038842026,Burglary,4,Under Investigation
2025-05-07,Chennai,13.063527743369193,80.24964206105204,Theft,3,Open
2025-05-07,Kolkata,22.589472374572566,88.36142266530675,Vandalism,4,Under Investigation
2025-05-07,Hyderabad,17.384044129136026,78.4982668546933,Assault,4,Resolved
2025-05-07,Ahmedabad,23.028091869080473,72.52227237487011,Fraud,5,Under Investigation
2025-05-07,Jaipur,26.949418128939,75.82251251238996,Theft,5,Under Investigation
2025-05-07,Lucknow,26.813725486052473,80.9705149464498,Theft,4,Resolved
2025-05-07,Bhopal,23.241084367788012,77.42747512181667,Fraud,11,Resolved
2025-05-08,Mumbai,19.034129014690965,72.91183632868426,Theft,4,Open
2025-05-08,Delhi,28.657712425754234,77.08645000963878,Burglary,12,Resolved
2025-05-08,Bengaluru,12.985364711027978,77.5482224001673,Theft,13,Under Investigation
2025-05-08,Chennai,13.063461263196308,80.22370751557408,Burglary,3,Under Investigation
